File Name,F-Score,Num Chunks,Compute Time,Real Time
RealDrum01_00#MIX.xml,0,1,0.032
RealDrum01_01#MIX.xml,0.9873417721518987,1,6.265
RealDrum01_02#MIX.xml,0.95,1,6.031
RealDrum01_03#MIX.xml,0.9454545454545454,1,25.141
RealDrum01_04#MIX.xml,0.9387755102040817,1,21.516
RealDrum01_05#MIX.xml,0.9066666666666666,1,20.922
RealDrum01_06#MIX.xml,0.9082969432314411,1,14.781
RealDrum01_07#MIX.xml,0.9169960474308301,1,5.828
RealDrum01_08#MIX.xml,0.9877551020408164,1,24.422
RealDrum01_09#MIX.xml,0.9371980676328503,1,25.422
RealDrum01_10#MIX.xml,0.8541666666666667,1,19.906
RealDrum01_11#MIX.xml,0.7321428571428571,1,6.422
RealDrum01_12#MIX.xml,0.8651685393258427,1,6.297
RealDrum01_13#MIX.xml,0,1,0.031
TechnoDrum01_00#MIX.xml,0.6255924170616114,1,23.109
TechnoDrum01_01#MIX.xml,0.6619718309859155,1,23.282
TechnoDrum01_02#MIX.xml,0.611111111111111,1,28.515
TechnoDrum01_03#MIX.xml,0.8200836820083681,1,44.703
TechnoDrum01_04#MIX.xml,0.815450643776824,1,36.688
TechnoDrum01_05#MIX.xml,0.9189189189189189,1,38.078
TechnoDrum01_06#MIX.xml,0.741514360313316,1,41.109
TechnoDrum01_07#MIX.xml,0.7414634146341463,1,26.766
TechnoDrum01_08#MIX.xml,0.9494949494949495,1,27.594
TechnoDrum01_09#MIX.xml,0.6521739130434783,1,26.672
TechnoDrum02_00#MIX.xml,0.6551724137931034,1,15.296
WaveDrum01_00#MIX.xml,0.8835616438356165,1,5.422
WaveDrum01_01#MIX.xml,0.9051724137931033,1,4.766
WaveDrum01_02#MIX.xml,0.9160839160839161,1,5.422
WaveDrum01_03#MIX.xml,0.9691629955947136,1,35.297
WaveDrum01_04#MIX.xml,0.9465020576131687,1,30.797
WaveDrum01_05#MIX.xml,0.8721311475409836,1,6.671
WaveDrum01_06#MIX.xml,0.9644670050761421,1,5.36
WaveDrum01_07#MIX.xml,0.9806451612903225,1,29.485
WaveDrum01_08#MIX.xml,0.631578947368421,1,32.437
WaveDrum01_09#MIX.xml,0.9319727891156463,1,26.828
WaveDrum02_01#MIX.xml,0.9911504424778761,1,34.329
WaveDrum02_02#MIX.xml,0.9400000000000001,1,27.89
WaveDrum02_03#MIX.xml,0.9894736842105264,1,27.61
WaveDrum02_04#MIX.xml,0.6482758620689656,1,4.625
WaveDrum02_05#MIX.xml,0.6714285714285714,1,4.796
WaveDrum02_06#MIX.xml,0.6715328467153285,1,27.391
WaveDrum02_07#MIX.xml,0.8541666666666666,1,4.312
WaveDrum02_08#MIX.xml,0.8742514970059879,1,3.219
WaveDrum02_09#MIX.xml,0.9125,1,4.219
WaveDrum02_10#MIX.xml,0.8712871287128713,1,23.765
WaveDrum02_11#MIX.xml,0.86,1,21.266
WaveDrum02_12#MIX.xml,0.836734693877551,1,22.922
WaveDrum02_13#MIX.xml,0.8292682926829268,1,3.656
WaveDrum02_14#MIX.xml,0.8235294117647058,1,3.594
WaveDrum02_15#MIX.xml,0.8484848484848486,1,27.203
WaveDrum02_16#MIX.xml,0.8097560975609757,1,3.844
WaveDrum02_17#MIX.xml,0.8137254901960784,1,3.406
WaveDrum02_18#MIX.xml,0.8137254901960784,1,33.594
WaveDrum02_19#MIX.xml,0.967741935483871,1,31.562
WaveDrum02_20#MIX.xml,0.9787234042553191,1,27.5
WaveDrum02_21#MIX.xml,0.9787234042553191,1,29.36
WaveDrum02_22#MIX.xml,0.7226890756302521,1,28.296
WaveDrum02_23#MIX.xml,0.7205882352941176,1,5.032
WaveDrum02_24#MIX.xml,0.7111111111111112,1,35.734
WaveDrum02_25#MIX.xml,0.9879518072289156,1,32.703
WaveDrum02_26#MIX.xml,0.8588235294117647,1,3.781
WaveDrum02_27#MIX.xml,0.8538011695906433,1,29.031
WaveDrum02_28#MIX.xml,0.7592592592592592,1,16.688
WaveDrum02_29#MIX.xml,0.7610619469026548,1,22.906
WaveDrum02_30#MIX.xml,0.7592592592592592,1,20.922
WaveDrum02_31#MIX.xml,0.9738219895287958,1,25.797
WaveDrum02_32#MIX.xml,0.9738219895287958,1,2.969
WaveDrum02_33#MIX.xml,0.96875,1,3.812
WaveDrum02_34#MIX.xml,0.9880952380952381,1,23.938
WaveDrum02_35#MIX.xml,0.8118811881188118,1,27.296
WaveDrum02_36#MIX.xml,0.9485714285714287,1,25.032
WaveDrum02_37#MIX.xml,0.9787234042553191,1,30.625
WaveDrum02_38#MIX.xml,0.9787234042553191,1,28.078
WaveDrum02_39#MIX.xml,0.8867924528301886,1,25.422
WaveDrum02_40#MIX.xml,0.6790123456790123,1,5.39
WaveDrum02_41#MIX.xml,0.7007299270072993,1,36.828
WaveDrum02_42#MIX.xml,0.7248322147651007,1,6.735
WaveDrum02_43#MIX.xml,0.9811320754716981,1,32.329
WaveDrum02_44#MIX.xml,0.8957055214723927,1,39.531
WaveDrum02_45#MIX.xml,0.9798657718120806,1,26.891
WaveDrum02_46#MIX.xml,0.6562499999999999,1,20.531
WaveDrum02_47#MIX.xml,0.743362831858407,1,22.953
WaveDrum02_48#MIX.xml,0.7678571428571429,1,37.797
WaveDrum02_49#MIX.xml,0.811965811965812,1,5.719
WaveDrum02_50#MIX.xml,0.941747572815534,1,32.844
WaveDrum02_51#MIX.xml,0.955223880597015,1,25.437
WaveDrum02_52#MIX.xml,0.9651162790697674,1,34.766
WaveDrum02_53#MIX.xml,0.9822485207100591,1,38.297
WaveDrum02_54#MIX.xml,0.8258706467661691,1,27.984
WaveDrum02_55#MIX.xml,0.9391304347826087,1,1.797
WaveDrum02_56#MIX.xml,0.8505747126436782,1,11.891
WaveDrum02_57#MIX.xml,0.6935483870967741,1,2.953
WaveDrum02_58#MIX.xml,0.735042735042735,1,2.719
WaveDrum02_59#MIX.xml,0.7612903225806451,1,2.485
WaveDrum02_60#MIX.xml,0.6956521739130436,1,2.312
RealDrum01_00#MIX.xml,0,6,0.031
RealDrum01_01#MIX.xml,0.8091603053435115,6,25.641
RealDrum01_02#MIX.xml,0.8620689655172413,6,16.25
RealDrum01_03#MIX.xml,0.9012345679012346,6,17.828
RealDrum01_04#MIX.xml,0.9306930693069307,6,16.641
RealDrum01_05#MIX.xml,0.8956521739130435,6,17.109
RealDrum01_06#MIX.xml,0.7325581395348838,6,17.984
RealDrum01_07#MIX.xml,0.869198312236287,6,16.172
RealDrum01_08#MIX.xml,0.9959514170040485,6,21.016
RealDrum01_09#MIX.xml,0.686046511627907,6,18.859
RealDrum01_10#MIX.xml,0.8070175438596492,6,17.0
RealDrum01_11#MIX.xml,0.7102803738317758,6,21.344
RealDrum01_12#MIX.xml,0.8433734939759037,6,11.688
RealDrum01_13#MIX.xml,0,6,0.015
TechnoDrum01_00#MIX.xml,0.5893719806763285,6,23.578
TechnoDrum01_01#MIX.xml,0.6619718309859155,6,19.813
TechnoDrum01_02#MIX.xml,0.6068965517241379,6,16.094
TechnoDrum01_03#MIX.xml,0.7901234567901235,6,26.515
TechnoDrum01_04#MIX.xml,0.811965811965812,6,27.422
TechnoDrum01_05#MIX.xml,0.912751677852349,6,22.266
TechnoDrum01_06#MIX.xml,0.7212276214833759,6,23.484
TechnoDrum01_07#MIX.xml,0.7317073170731707,6,15.297
TechnoDrum01_08#MIX.xml,0.9494949494949495,6,26.516
TechnoDrum01_09#MIX.xml,0.5714285714285714,6,15.906
TechnoDrum02_00#MIX.xml,0.6551724137931034,6,17.359
WaveDrum01_00#MIX.xml,0.911660777385159,6,3.734
WaveDrum01_01#MIX.xml,0.8411214953271028,6,9.641
WaveDrum01_02#MIX.xml,0.8791208791208791,6,7.985
WaveDrum01_03#MIX.xml,0.9823008849557522,6,19.672
WaveDrum01_04#MIX.xml,0.9344262295081968,6,19.062
WaveDrum01_05#MIX.xml,0.8780487804878049,6,10.766
WaveDrum01_06#MIX.xml,0.8538011695906433,6,12.937
WaveDrum01_07#MIX.xml,0.7619047619047619,6,15.078
WaveDrum01_08#MIX.xml,0.6145251396648045,6,18.188
WaveDrum01_09#MIX.xml,0.9246575342465754,6,17.031
WaveDrum02_01#MIX.xml,0.9911504424778761,6,19.735
WaveDrum02_02#MIX.xml,0.9894736842105264,6,15.796
WaveDrum02_03#MIX.xml,0.9894736842105264,6,16.86
