File Name,F-Score,Precision,Recall
RealDrum01_00#MIX.xml,0,0,0
RealDrum01_01#MIX.xml,0.7570621468926554,0.6767676767676768,0.8589743589743589
RealDrum01_02#MIX.xml,0.8545454545454546,0.7642276422764228,0.9690721649484536
RealDrum01_03#MIX.xml,0.8227848101265823,0.9154929577464789,0.7471264367816092
RealDrum01_04#MIX.xml,0.8969072164948454,0.925531914893617,0.87
RealDrum01_05#MIX.xml,0.785425101214575,0.6783216783216783,0.9326923076923077
RealDrum01_06#MIX.xml,0.8202764976958524,0.7946428571428571,0.8476190476190476
RealDrum01_07#MIX.xml,0.8813559322033899,0.8666666666666667,0.896551724137931
RealDrum01_08#MIX.xml,0.8193832599118943,0.8942307692307693,0.7560975609756098
RealDrum01_09#MIX.xml,0.8310502283105022,0.8125,0.8504672897196262
RealDrum01_10#MIX.xml,0.5851528384279476,0.46853146853146854,0.7790697674418605
RealDrum01_11#MIX.xml,0.6712328767123287,0.765625,0.5975609756097561
RealDrum01_12#MIX.xml,0.7473684210526316,0.6698113207547169,0.8452380952380952
RealDrum01_13#MIX.xml,0,0,0
TechnoDrum01_00#MIX.xml,0.45714285714285713,0.9523809523809523,0.3007518796992481
TechnoDrum01_01#MIX.xml,0.9536423841059603,1.0,0.9113924050632911
TechnoDrum01_02#MIX.xml,0.7131782945736433,0.9583333333333334,0.5679012345679012
TechnoDrum01_03#MIX.xml,0.6376811594202898,0.7586206896551724,0.55
TechnoDrum01_04#MIX.xml,0.8333333333333333,0.743801652892562,0.9473684210526315
TechnoDrum01_05#MIX.xml,0.6515151515151515,0.671875,0.6323529411764706
TechnoDrum01_06#MIX.xml,0.5375,0.5212121212121212,0.5548387096774193
TechnoDrum01_07#MIX.xml,0.763819095477387,0.8539325842696629,0.6909090909090909
TechnoDrum01_08#MIX.xml,0.9346733668341708,0.8857142857142857,0.9893617021276596
TechnoDrum01_09#MIX.xml,0.8518518518518519,0.7540983606557377,0.9787234042553191
TechnoDrum02_00#MIX.xml,0.6666666666666666,0.5,1.0
