File Name,F-Score,Precision,Recall
WaveDrum01_00#MIX.xml,0.3954372623574144,0.3880597014925373,0.40310077519379844
WaveDrum01_01#MIX.xml,0.3680981595092025,0.7142857142857143,0.24793388429752067
WaveDrum01_02#MIX.xml,0.5913043478260871,0.6938775510204082,0.5151515151515151
WaveDrum01_03#MIX.xml,0.5136612021857924,0.6911764705882353,0.40869565217391307
WaveDrum01_04#MIX.xml,0.5057471264367817,0.7457627118644068,0.3826086956521739
WaveDrum01_05#MIX.xml,0.44976076555023925,0.618421052631579,0.3533834586466165
WaveDrum01_06#MIX.xml,0.511904761904762,0.589041095890411,0.45263157894736844
WaveDrum01_07#MIX.xml,0.5547445255474452,0.6333333333333333,0.4935064935064935
WaveDrum01_08#MIX.xml,0.6666666666666666,0.7528089887640449,0.5982142857142857
WaveDrum01_09#MIX.xml,0.5641025641025641,0.567741935483871,0.5605095541401274
WaveDrum02_01#MIX.xml,0.7450980392156863,0.59375,1.0
WaveDrum02_02#MIX.xml,0.3027027027027027,0.20437956204379562,0.5833333333333334
WaveDrum02_03#MIX.xml,0.6857142857142857,0.631578947368421,0.75
WaveDrum02_04#MIX.xml,0.693877551020408,0.6538461538461539,0.7391304347826086
WaveDrum02_05#MIX.xml,0.5447470817120622,0.4117647058823529,0.8045977011494253
WaveDrum02_06#MIX.xml,0.6242774566473989,0.627906976744186,0.6206896551724138
WaveDrum02_07#MIX.xml,0.6538461538461539,0.6986301369863014,0.6144578313253012
WaveDrum02_08#MIX.xml,0.4301075268817204,0.35714285714285715,0.5405405405405406
WaveDrum02_09#MIX.xml,0.7142857142857143,0.6382978723404256,0.8108108108108109
WaveDrum02_10#MIX.xml,0.4,0.27450980392156865,0.7368421052631579
WaveDrum02_11#MIX.xml,0.30769230769230765,0.20606060606060606,0.6071428571428571
WaveDrum02_12#MIX.xml,0.7446808510638298,0.9210526315789473,0.625
WaveDrum02_13#MIX.xml,0.7699530516431924,0.7068965517241379,0.845360824742268
WaveDrum02_14#MIX.xml,0.6934673366834172,0.6764705882352942,0.711340206185567
WaveDrum02_15#MIX.xml,0.8613861386138614,0.8285714285714286,0.8969072164948454
WaveDrum02_16#MIX.xml,0.7169811320754718,0.59375,0.9047619047619048
WaveDrum02_17#MIX.xml,0.5081967213114755,0.3875,0.7380952380952381
WaveDrum02_18#MIX.xml,0.6019417475728156,0.5081967213114754,0.7380952380952381
WaveDrum02_19#MIX.xml,0.9213483146067415,0.9761904761904762,0.8723404255319149
WaveDrum02_20#MIX.xml,0.38524590163934425,0.23857868020304568,1.0
WaveDrum02_21#MIX.xml,0.8888888888888888,0.8461538461538461,0.9361702127659575
WaveDrum02_22#MIX.xml,0.6166666666666667,0.8409090909090909,0.4868421052631579
WaveDrum02_23#MIX.xml,0.5423728813559322,0.4266666666666667,0.7441860465116279
WaveDrum02_24#MIX.xml,0.6986301369863014,0.85,0.5930232558139535
WaveDrum02_25#MIX.xml,0.8062827225130891,0.7129629629629629,0.927710843373494
WaveDrum02_26#MIX.xml,0.46017699115044247,0.34210526315789475,0.7027027027027027
WaveDrum02_27#MIX.xml,0.7446808510638299,0.6140350877192983,0.9459459459459459
WaveDrum02_28#MIX.xml,0.7884615384615384,0.8541666666666666,0.7321428571428571
WaveDrum02_29#MIX.xml,0.3120567375886525,0.19469026548672566,0.7857142857142857
WaveDrum02_30#MIX.xml,0.82,0.9318181818181818,0.7321428571428571
WaveDrum02_31#MIX.xml,0.7807486631016044,0.8111111111111111,0.7525773195876289
WaveDrum02_32#MIX.xml,0.6776859504132232,0.5655172413793104,0.845360824742268
WaveDrum02_33#MIX.xml,0.86,0.8349514563106796,0.8865979381443299
WaveDrum02_34#MIX.xml,0.8556149732620322,0.7766990291262136,0.9523809523809523
WaveDrum02_35#MIX.xml,0.4496124031007752,0.3333333333333333,0.6904761904761905
WaveDrum02_36#MIX.xml,0.7572815533980584,0.639344262295082,0.9285714285714286
WaveDrum02_37#MIX.xml,0.6909090909090909,0.6031746031746031,0.8085106382978723
WaveDrum02_38#MIX.xml,0.8269230769230769,0.7543859649122807,0.9148936170212766
WaveDrum02_39#MIX.xml,0.3791469194312796,0.24390243902439024,0.851063829787234
WaveDrum02_40#MIX.xml,0.5294117647058824,0.75,0.4090909090909091
WaveDrum02_41#MIX.xml,0.5806451612903226,0.9473684210526315,0.4186046511627907
WaveDrum02_42#MIX.xml,0.5022831050228311,0.41353383458646614,0.6395348837209303
WaveDrum02_43#MIX.xml,0.8076923076923077,0.8235294117647058,0.7924528301886793
WaveDrum02_44#MIX.xml,0.7534246575342465,0.7638888888888888,0.7432432432432432
WaveDrum02_45#MIX.xml,0.5980392156862746,0.46923076923076923,0.8243243243243243
WaveDrum02_46#MIX.xml,0.7799999999999999,0.8863636363636364,0.6964285714285714
WaveDrum02_47#MIX.xml,0.613861386138614,0.7045454545454546,0.543859649122807
WaveDrum02_48#MIX.xml,0.34108527131782945,0.21782178217821782,0.7857142857142857
WaveDrum02_49#MIX.xml,0.7562189054726368,0.7307692307692307,0.7835051546391752
WaveDrum02_50#MIX.xml,0.6623376623376623,0.9107142857142857,0.5204081632653061
WaveDrum02_51#MIX.xml,0.6995884773662551,0.5821917808219178,0.8762886597938144
WaveDrum02_52#MIX.xml,0.6931818181818181,0.6630434782608695,0.7261904761904762
WaveDrum02_53#MIX.xml,0.775,0.8157894736842105,0.7380952380952381
WaveDrum02_54#MIX.xml,0.6293103448275863,0.49324324324324326,0.8690476190476191
WaveDrum02_55#MIX.xml,0.5714285714285714,0.625,0.5263157894736842
WaveDrum02_56#MIX.xml,0.7096774193548386,0.75,0.673469387755102
WaveDrum02_57#MIX.xml,0.5470085470085471,0.5614035087719298,0.5333333333333333
WaveDrum02_58#MIX.xml,0.5192307692307692,0.6136363636363636,0.45
WaveDrum02_59#MIX.xml,0.6845637583892619,0.7727272727272727,0.6144578313253012
WaveDrum02_60#MIX.xml,0.4202898550724638,0.5576923076923077,0.3372093023255814
